Wed Aug 16 14:33:13 2017    profile.cprof

         133655314 function calls (133649116 primitive calls) in 433.078 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _compat.py:10(<module>)
       62    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        6    0.000    0.000    0.000    0.000 decorators.py:130(_param_memo)
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
        1    0.000    0.000    0.000    0.000 app.py:1882(do_teardown_appcontext)
       10    0.000    0.000    0.000    0.000 signals.py:18(signal)
        2    0.000    0.000    0.000    0.000 __init__.py:1157(info)
        1    0.000    0.000    0.000    0.000 graph.py:26(Graph)
       88    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:536(LocaleHTMLCalendar)
        5    0.000    0.000    0.000    0.000 argparse.py:2055(_parse_optional)
        1    0.000    0.000    0.000    0.000 kcutsets.py:4(<module>)
        1    0.000    0.000    0.000    0.000 current_flow_betweenness.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:57(register_adapters_and_converters)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 app.py:904(open_session)
        3    0.000    0.000    0.000    0.000 _compat.py:97(wsgi_decoding_dance)
        1    0.000    0.000    0.000    0.000 runtime.py:100(__new__)
        1    0.000    0.000    0.000    0.000 lexer.py:237(Token)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        2    0.000    0.000    0.000    0.000 os.py:472(__setitem__)
        2    0.000    0.000    0.000    0.000 threading.py:260(__init__)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        1    0.000    0.000    0.000    0.000 ast.py:32(parse)
        1    0.000    0.000    0.000    0.000 threshold.py:3(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1025(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 legendre.py:1795(Legendre)
        1    0.000    0.000    0.000    0.000 ssl.py:495(_get_https_context_factory)
        2    0.000    0.000    0.000    0.000 argparse.py:882(__init__)
        1    0.000    0.000    0.000    0.000 cli.py:242(with_appcontext)
        1    0.000    0.000    0.000    0.000 _MozillaCookieJar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cuts.py:4(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:631(Thread)
        8    0.000    0.000    0.000    0.000 string.py:283(split)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 wrappers.py:1277(ETagRequestMixin)
        5    0.000    0.000    0.000    0.000 routing.py:856(match_compare_key)
       37    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 threading.py:187(release)
       17    0.000    0.000    0.000    0.000 defaults.py:54(<genexpr>)
       27    0.000    0.000    0.000    0.000 decimal.py:3810(<genexpr>)
        5    0.000    0.000    0.000    0.000 routing.py:1342(<lambda>)
        2    0.000    0.000    0.000    0.000 posixpath.py:97(splitext)
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        3    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
        6    0.000    0.000    0.000    0.000 urls.py:255(_split_auth)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:655(JSONWebSignatureSerializer)
        1    0.000    0.000    0.000    0.000 tokenize.py:49(any)
        1    0.000    0.000    0.000    0.000 misc.py:734(ChainMap)
        1    0.000    0.000    0.000    0.000 helpers.py:57(get_debug_flag)
        1    0.000    0.000    0.000    0.000 extras.py:1507(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method now}
        2    0.000    0.000    0.000    0.000 numeric.py:1964(set_string_function)
        9    0.000    0.000    0.000    0.000 parser.py:81(split_opt)
        3    0.000    0.000    0.000    0.000 warnings.py:361(__enter__)
        8    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:1360(isEnabledFor)
        1    0.000    0.000    0.000    0.000 local.py:253(LocalProxy)
        1    0.000    0.000    0.000    0.000 current_flow_betweenness_subset.py:3(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(DefaultVerifyPaths)
        1    0.000    0.000    0.000    0.000 newsuper.py:32(<module>)
        2    0.000    0.000    0.000    0.000 datastructures.py:368(__init__)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 shortestaugmentingpath.py:4(<module>)
        1    0.000    0.000    0.000    0.000 astar.py:3(<module>)
        6    0.000    0.000    0.000    0.000 {posix.lstat}
        1    0.000    0.000    0.000    0.000 minors.py:9(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        2    0.000    0.000    0.000    0.000 datastructures.py:950(get)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:116(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(FullArgSpec)
        1    0.000    0.000    0.000    0.000 datastructures.py:1811(_CacheControl)
        1    0.000    0.000    0.000    0.000 datastructures.py:1905(RequestCacheControl)
       16    0.000    0.000    0.000    0.000 string.py:262(lstrip)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2041(Chebyshev)
        3    0.000    0.000    0.000    0.000 __init__.py:205(_acquireLock)
        7    0.000    0.000    0.000    0.000 config.py:28(__get__)
        1    0.000    0.000    0.000    0.000 matrix.py:6(<module>)
        2    0.000    0.000    0.000    0.000 misc.py:60(decorating_function)
        1    0.000    0.000    0.000    0.000 environment.py:889(Template)
        3    0.000    0.000    0.000    0.000 __init__.py:214(_releaseLock)
       10    0.000    0.000    0.000    0.000 app.py:1023(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.000    0.000 test.py:405(_get_content_length)
        3    0.000    0.000    0.000    0.000 _internal.py:290(_encode_idna)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 rcm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:1926(ResponseCacheControl)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        3    0.000    0.000    0.000    0.000 matchhelpers.py:20(copyfunc)
        3    0.000    0.000    0.000    0.000 {sys.exc_clear}
        3    0.000    0.000    0.000    0.000 urls.py:110(raw_username)
        1    0.000    0.000    0.000    0.000 __init__.py:379(__getitem__)
        1    0.000    0.000    0.000    0.000 test.py:423(getter)
        1    0.000    0.000    0.000    0.000 manage.py:9(DBSetup)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        5    0.000    0.000    0.000    0.000 _compat.py:28(<lambda>)
        5    0.000    0.000    0.000    0.000 routing.py:872(build_compare_key)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:378(_default_mime_types)
        3    0.000    0.000    0.000    0.000 collections.py:71(__setitem__)
        1    0.000    0.000    0.000    0.000 load_xml_stream.py:2(<module>)
       37    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        2    0.000    0.000    0.000    0.000 {posix.putenv}
        1    0.000    0.000    0.000    0.000 laguerre.py:1765(Laguerre)
        1    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        1    0.000    0.000    0.000    0.000 db_builder.py:43(DBBuilder)
       14    0.000    0.000    0.000    0.000 commands.py:97(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1127(__init__)
        1    0.000    0.000    0.000    0.000 routing.py:1350(MapAdapter)
        1    0.000    0.000    0.000    0.000 app.py:640(make_config)
        1    0.000    0.000    0.000    0.000 product.py:3(<module>)
        3    0.000    0.000    0.000    0.000 argparse.py:1244(set_defaults)
        2    0.000    0.000    0.000    0.000 getlimits.py:275(max)
        1    0.000    0.000    0.000    0.000 cookielib.py:854(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 argparse.py:1538(ArgumentParser)
       26    0.000    0.000    0.000    0.000 lexer.py:147(<lambda>)
        1    0.000    0.000    0.000    0.000 swap.py:3(<module>)
        2    0.000    0.000    0.000    0.000 routing.py:945(__init__)
        2    0.000    0.000    0.000    0.000 posixpath.py:82(split)
       19    0.000    0.000    0.000    0.000 {_struct.calcsize}
       31    0.000    0.000    0.000    0.000 __init__.py:100(disallow_types)
        1    0.000    0.000    0.000    0.000 _internal.py:224(_ctypes)
        1    0.000    0.000    0.000    0.000 lexer.py:301(TokenStream)
        1    0.000    0.000    0.000    0.000 urllib.py:120(URLopener)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        9    0.000    0.000    0.000    0.000 threading.py:59(__init__)
        3    0.000    0.000    0.000    0.000 _abcoll.py:548(update)
        1    0.000    0.000    0.000    0.000 datastructures.py:2372(Authorization)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        2    0.000    0.000    0.000    0.000 misc.py:57(recursive_repr)
        1    0.000    0.000    0.000    0.000 betweenness_subset.py:3(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:55(UUID)
        9    0.000    0.000    0.000    0.000 {method 'find' of 'unicode' objects}
       18    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 backports_abc.py:45(Generator)
        1    0.000    0.000    0.000    0.000 <string>:1(_URLTuple)
       27    0.000    0.000    0.000    0.000 decimal.py:3817(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 pytree.py:32(Base)
        4    0.000    0.000    0.000    0.000 core.py:94(doc_note)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        6    0.000    0.000    0.000    0.000 _compat.py:74(implements_to_string)
        1    0.000    0.000    0.000    0.000 core.py:6120(MaskedConstant)
        1    0.000    0.000    0.000    0.000 exceptions.py:99(__init__)
        1    0.000    0.000    0.000    0.000 triads.py:35(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numeric.py:3088(__exit__)
        2    0.000    0.000    0.000    0.000 backports_abc.py:77(__subclasshook__)
        1    0.000    0.000    0.000    0.000 decorators.py:53(decorator)
        1    0.000    0.000    0.000    0.000 decimal.py:3764(Context)
        1    0.000    0.000    0.000    0.000 _iotools.py:250(NameValidator)
        1    0.000    0.000    0.000    0.000 app.py:1895(app_context)
        3    0.000    0.000    0.000    0.000 warnings.py:340(__init__)
        1    0.000    0.000    0.000    0.000 routing.py:1093(Map)
        4    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.000    0.000 {posix.unsetenv}
        1    0.000    0.000    0.000    0.000 refactor.py:174(RefactoringTool)
        1    0.000    0.000    0.000    0.000 isomorph.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:38(fix_tuple_repr)
        1    0.000    0.000    0.000    0.000 binary.py:3(<module>)
        3    0.000    0.000    0.000    0.000 urls.py:126(raw_password)
        2    0.000    0.000    0.000    0.000 pkgutil.py:400(iter_importers)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        1    0.000    0.000    0.000    0.000 handler.py:47(ContentHandler)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:646(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 community.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 digraph.py:17(DiGraph)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        2    0.000    0.000    0.000    0.000 numeric.py:2786(geterr)
        1    0.000    0.000    0.000    0.000 helpers.py:855(_get_static_url_path)
        3    0.000    0.000    0.000    0.000 grammar.py:76(__init__)
        1    0.000    0.000    0.000    0.000 httplib.py:725(HTTPConnection)
        1    0.000    0.000    0.000    0.000 datastructures.py:2294(ContentRange)
       10    0.000    0.000    0.000    0.000 _compat.py:82(<genexpr>)
       52    0.000    0.000    0.000    0.000 _compat.py:18(<lambda>)
        1    0.000    0.000    0.000    0.000 graphical.py:3(<module>)
       49    0.000    0.000    0.000    0.000 {intern}
        1    0.000    0.000    0.000    0.000 __init__.py:82(<module>)
        5    0.000    0.000    0.000    0.000 _compat.py:69(implements_iterator)
        2    0.000    0.000    0.000    0.000 genericpath.py:93(_splitext)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 warnings.py:96(simplefilter)
        1    0.000    0.000    0.000    0.000 __init__.py:1298(addHandler)
        1    0.000    0.000    0.000    0.000 commands.py:257(get_options)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 fixer_util.py:21(LParen)
        1    0.000    0.000    0.000    0.000 directed.py:6(<module>)
        6    0.000    0.000    0.000    0.000 runtime.py:275(_all)
        3    0.000    0.000    0.000    0.000 _compat.py:53(implements_to_string)
        1    0.000    0.000    0.000    0.000 {time.asctime}
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        1    0.000    0.000    0.000    0.000 test.py:607(Client)
        1    0.000    0.000    0.000    0.000 tempfile.py:519(SpooledTemporaryFile)
